"F.ID","LAKE.ID","SITE.ID","METHOD","FCLASS","START.SEASON","END.SEASON","START.DATE","DURATION","TEMPERATURE","pH","O2.CAT","LIGHT.CAT","REPS","SRP.VALUE","SRP.UNITS","TDP.VALUE","TDP.UNITS","TP.VALUE","TP.UNITS","REF.ID","COMMENT","FLAG","FLAG.COMMENT"
"F0750","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/04 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",58,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0751","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/05 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",61,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0752","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/06 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",14,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0753","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/07 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",92,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0754","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/08 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",9,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0755","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/09 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",117,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0756","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/10 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",17,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0757","SIM","MAIN","OTHER MODEL","Lnet","SUMMER","","06/01/11 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",93,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled based on water column average P",0,""
"F0758","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/80 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",55,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0759","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/81 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",56,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0760","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/82 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",11,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0761","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/83 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",70,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0762","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/84 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",62,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0763","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/85 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",80,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0764","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/86 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",47,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0765","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/87 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",57,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0766","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/88 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",40,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0767","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/89 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",24,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0768","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/90 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",88,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0769","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",40,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0770","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",41,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0771","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/93 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",82,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0772","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/94 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",87,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0773","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/95 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",58,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0774","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/96 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",62,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0775","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/97 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",10,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0776","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/98 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",43,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0777","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/99 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",0,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0778","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/00 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",48,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0779","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/01 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",40,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0780","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/02 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",0,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0781","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/03 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",31,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0782","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/04 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",2,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0783","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/05 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",0,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0784","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/06 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",26,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0785","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/07 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",0,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0786","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/08 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",36,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0787","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/09 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",61,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0788","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/10 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",29,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0789","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/11 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",0,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0790","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/80 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",114,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0791","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/81 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",104,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0792","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/82 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",82,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0793","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/83 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",83,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0794","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/84 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",104,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0795","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/85 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",99,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0796","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/86 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",76,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0797","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/87 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",75,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0798","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/88 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",83,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0799","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/89 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",49,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0800","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/90 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",73,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0801","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",34,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0802","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",90,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0803","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/93 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",101,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0804","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/94 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",96,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0805","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/95 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",74,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0806","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/96 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",69,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0807","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/97 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",88,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0808","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/98 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",93,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0809","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/99 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",33,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0810","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/00 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",75,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0811","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/01 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",90,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0812","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/02 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",100,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0813","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/03 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",98,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0814","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/04 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",99,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0815","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/05 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",70,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0816","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/06 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",91,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0817","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/07 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",74,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0818","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/08 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",90,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0819","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/09 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",91,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0820","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/10 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",72,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0821","SIM","MAIN","OTHER MODEL","Lgross","SUMMER","","06/01/11 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",56,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x active area",0,""
"F0822","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/80 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-36,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0823","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/81 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",15,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0824","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/82 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-3,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0825","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/83 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-86,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0826","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/84 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",24,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0827","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/85 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",61,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0828","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/86 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",11,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0829","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/87 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",20,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0830","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/88 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",0,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0831","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/89 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",34,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0832","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/90 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-44,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0833","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",57,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0834","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",8,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0835","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/93 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",58,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0836","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/94 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",114,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0837","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/95 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",4,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0838","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/96 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-31,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0839","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/97 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",13,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0840","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/98 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",13,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0841","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/99 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",18,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0842","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/00 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-7,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0843","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/01 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",68,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0844","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/02 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",16,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0845","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/03 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",92,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0846","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/04 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-18,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0847","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/05 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-51,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0848","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/06 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",3,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0849","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/07 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",1,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0850","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/08 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",80,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0851","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/09 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",17,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0852","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/10 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",-36,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0853","SIM","COOK","OTHER MODEL","Lnet","SUMMER","","06/01/11 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",20,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Modelled from composite water samples",0,""
"F0854","SIM","COOK","OTHER MODEL","Lgross","SUMMER","","06/01/80 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",40,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
"F0855","SIM","COOK","OTHER MODEL","Lgross","SUMMER","","06/01/81 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","",NA,NA,"",NA,"",0,"mg/m2/summer(=92d)","2013_Nurnberg(b)","Release rate x hypoxic factor",0,""
